MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
Skill_Smithing_Description,Increases the quality of your metal crafts.,金属製作物の品質が向上する。
Skill_Socials_GameName,Socials,社交
Skill_Socials_Description,Helps you gain the trust of others.,他者からの信頼を得やすくなる。
Skill_SpearFighting_GameName,Spear Fighting,槍のスキル
Skill_SpearFighting_Description,Increases your success chances when fighting with spears.,槍で戦う時の成功率が上がる。
Skill_SpearFishing_GameName,Spear Fishing,スピアフィッシングのスキル
Skill_SpearFishing_Description,Increases your chances of success and the quality of the fish when fishing.,魚釣りの成功率と釣った魚のクオリティが高くなる。
Profile_GameName,Stealth,ステルス
Profile_Description,Increases your chances of successfully ambushing your prey.,獲物を待伏せする成功率が高くなる。
Skill_Tailoring_GameName,Tailoring,仕立てのスキル
Skill_Tailoring_Description,Increases the quality of your cloth crafts.,布で作った物のクオリティが高くなる。
Skill_Tracking_GameName,Tracking,追跡のスキル
Skill_Tracking_Description,Shows how good you are at tracking animals. Increases your chances of finding escaping animals.,追跡の上手さを示す。逃げてる動物を見つける確率が上がる。
Skill_Trapping_GameName,Trapping,罠作りのスキル
Skill_Trapping_Description,Shows how good you are at trapping. Increases your success chances with traps and unlocks new blueprints as it gets higher.,罠作りの上手さを示す。上がれば罠で動物を捕まえる確率が上がり、新しい設計図をアンロックできる。
Skill_Weaving_GameName,Weaving,織物
Skill_Weaving_Description,"Increases the quality of your weaving crafts, such as baskets and improvised plantwear.",カゴや植物衣装など、織物のクオリティが高くなる。
Skill_WindInstruments_GameName,Wind Instruments,笛楽器のスキル
Skill_WindInstruments_Description,Unlocks new melodies as it gets higher.,上がるほど曲をアンロックできる。
Skill_WindInstruments_NotEnoughText,Not enough skill.,スキルが足りない。
Skill_Woodworking_GameName,Woodworking,木工のスキル
Skill_Woodworking_Description,"Increases the quality of your wood crafts, such carvings and furniture.",彫り物や家具作りなどの木工のクオリティを上げる。
BadgerDefeated_GameName,BadgerDefeated,アナグマを倒した
EnchantAnItem_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
HuntsmanDreamDefeat_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
HuntsmanDreamForgive_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
HuntsmanDreamVictory_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
Mistgate_NotEnoughText,Not ready for this yet...,準備が足りない・・・
MoonMaiden_CallUponHer_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
MoonMaiden_ConnectToHer_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
MoonMaiden_FindHer_NotEnoughText,Mist is to thick for this action...,霧が深くてアクションが起こせない・・・
GreaterMudlingThreat_GameName,Mudling Threat,ドロヌーの危険性
MudlingThreat_GameName,Mudling Threat,ドロヌーの危険性
SleepInterrupt_GameName,Sleep Interrupt,睡眠の中断
Tune_Advanced_GameName,Tune - Advanced,曲：上級
Tune_Cave_GameName,Tune - Cave,曲：洞窟
Tune_Happy_GameName,Tune - Happy,曲：幸せ
Tune_Lonely_GameName,Tune - Lonely,曲：孤独
Tune_Jungle_GameName,Tune - Lost Woods,曲：迷いの森
Tune_Sea_GameName,Tune - River,曲：川
Tune_Sad_GameName,Tune - Sad,曲：悲しみ
Tune_Simple_GameName,Tune - Simple,曲：シンプル
WestStoneMagic_NotEnoughText,Not Enough West Stone Magic,ウエストストーンの魔力が足りない
WestStoneMagic_TooMuchText,To Much West Stone Magic,ウエストストーンの魔力が強すぎる
RoadTravelingAidEast_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path,小道
RoadTravelingAidNorth_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path,小道
RoadTravelingAidSouth_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path,小道
RoadTravelingAidWest_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path,小道
WalkingAid_GameName,Walking Aid,徒歩エイド
WalkingAid_Statuses[0].GameName,Walking Aid,徒歩エイド
Armor_GameName,Armor,防具
CombatArmor_GameName,ArmorBlessing,防護の加護
FootProtection_GameName,Foot Protection,足の防御
FootProtection_Description,Protects your feet from different types of damage.,足をダメージから守る
HandProtection_Description,Protects your hands from different types of damage.,さまざまな種類の損傷から手を守る。
RainProtection_GameName,Rain Protection,雨耐性
RainProtection_Description,How protected you are from the rain.,雨から守られてるレベルを示す
RainProtection_Statuses[0].GameName,Minor Protection,耐性弱
RainProtection_Statuses[1].GameName,Medium Protection,耐性中
RainProtection_Statuses[2].GameName,Heavy Protection,耐性今日
RainProtection_Statuses[3].GameName,Max Protection,耐性最大
SunProtection_GameName,Sun Protection,日焼け止めのレベル
SunProtection_Description,Shows how protected from the sun you are.,日焼け止めのレベルを示す。
SunProtection_Statuses[0].GameName,Low,低い
SunProtection_Statuses[1].GameName,Low,低い
SunProtection_Statuses[2].GameName,Low,低い
SunProtection_Statuses[3].GameName,Low,低い
SunProtection_Statuses[4].GameName,Low,低い
SunProtection_Statuses[5].GameName,Low,低い
AcornsForagingAidQWR_GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[0].GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[1].GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[2].GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[3].GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[4].GameName,Acorns Foraging Aid,ドングリ採集補助
AcornsForagingAidQWR_Statuses[5].GameName,Acorns Foraging Aid,ドングリ採集補助
AlertnessAid_GameName,Alertness Aid,注意力エイド
AlertnessAid_Description,A spirit blessing. Makes you harder to ambush.,精霊の祝福。待伏せされにくくなる。
AlertnessAid_Statuses[0].GameName,Alertness Aid,注意力エイド
AlertnessAid_Statuses[1].GameName,Alertness Aid,注意力エイド
AlertnessAid_Statuses[2].GameName,Alertness Aid,注意力エイド
AlertnessAid_Statuses[3].GameName,Alertness Aid,注意力エイド
AlertnessAid_Statuses[4].GameName,Alertness Aid,注意力エイド
AlertnessAid_Statuses[5].GameName,Alertness Aid,注意力エイド
AmbushAid_GameName,Stalker's Favour,ストーカーの恩恵
AmbushAid_Description,A spirit blessing. Makes you better at ambushing others.,精霊の祝福。待伏せの成功率が上がる。
AmbushAid_Statuses[0].GameName,Ambush Aid,待伏せエイド
AmbushAid_Statuses[1].GameName,Ambush Aid,待伏せエイド
AmbushAid_Statuses[2].GameName,Ambush Aid,待伏せエイド
AmbushAid_Statuses[3].GameName,Ambush Aid,待伏せエイド
AmbushAid_Statuses[4].GameName,Ambush Aid,待伏せエイド
AmbushAid_Statuses[5].GameName,Ambush Aid,待伏せエイド
BeaverBlessing_GameName,Beaver Blessing,
BeaverBlessing_Description,A spirit blessing. Makes you better at woodworking.,
BeaverBlessing_Statuses[0].GameName,Beaver Blessing,
BeaverBlessing_Statuses[1].GameName,Beaver Blessing,
BeaverBlessing_Statuses[2].GameName,Beaver Blessing,
BeaverBlessing_Statuses[3].GameName,Beaver Blessing,
BeaverBlessing_Statuses[4].GameName,Beaver Blessing,
BeaverBlessing_Statuses[5].GameName,Beaver Blessing,
Refreshment_GameName,Calming Flow,落ち着く波
Refreshment_Description,"A spirit blessing. Calms you down, slows down your thirst and helps you heal from rashes and damage on the feet and hands.",精霊の祝福。精神を落ち着かせ、喉の渇きを抑え、手足の回復がはやくなる。
Refreshment_Statuses[0].GameName,Calming Flow,落ち着く波
ChasingAid_GameName,Chasing Aid,追走補助
ChasingAid_Description,A spirit blessing. Makes you better at chasing prey.,精霊の祝福。獲物を追うのが上手くなる。
ChasingAid_Statuses[0].GameName,Chasing Aid,追走補助
ChasingAid_Statuses[1].GameName,Chasing Aid,追走補助
ChasingAid_Statuses[2].GameName,Chasing Aid,追走補助
ChasingAid_Statuses[3].GameName,Chasing Aid,追走補助
ChasingAid_Statuses[4].GameName,Chasing Aid,追走補助
ChasingAid_Statuses[5].GameName,Chasing Aid,追走補助
CleanAidQWR_GameName,Cleaning Aid,清掃補助
CleanAidQWR_Description,A spirit blessing. Makes you better at cleaning and keeping things clean.,精霊の加護。清掃や物を清潔に保つ能力を高める。
CleanAidQWR_Statuses[0].GameName,Clean Aid,清掃補助
CleanAidQWR_Statuses[1].GameName,Clean Aid,清掃補助
CleanAidQWR_Statuses[2].GameName,Clean Aid,清掃補助
CleanAidQWR_Statuses[3].GameName,Clean Aid,清掃補助
CleanAidQWR_Statuses[4].GameName,Clean Aid,清掃補助
CleanAidQWR_Statuses[5].GameName,Clean Aid,清掃補助
ClimbingAidQWR_GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[0].GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[1].GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[2].GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[3].GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[4].GameName,Climbing Aid,登攀補助
ClimbingAidQWR_Statuses[5].GameName,Climbing Aid,登攀補助
ColdResistance_GameName,Cold Resistance,寒冷耐性
ColdResistance_Statuses[0].GameName,Cold Resistance 1001 - Frost Blessing 1000 + Body Temperature 1 (Shivering),寒冷耐性1001 - 氷霜の加護1000 + 体温1（震え）
ColdResistance_Statuses[0].Description,Negate half of Shivering Penalties,震えによるペナルティを半減する
ColdResistance_Statuses[1].GameName,Cold Resistance 2001 - Frost Blessing 2000 + Body Temperature 1 (Shivering)),寒冷耐性2001 - 氷霜の加護2000 + 体温1（震え）
ColdResistance_Statuses[1].Description,Negate full Shivering Penalties,震えによるペナルティを完全に無効化する
ColdResistance_Statuses[2].GameName,Cold Resistance 3001 - Frost Blessing 3000 + Body Temperature 1 (Shivering)),寒冷耐性3001 - 氷霜の加護3000 + 体温1（震え）
ColdResistance_Statuses[2].Description,Negate full Shivering Penalties,震えによるペナルティを完全に無効化する
ColdResistance_Statuses[3].GameName,Cold Resistance 4001 - Frost Blessing 4000 + Body Temperature 1 (Shivering)),寒冷耐性4001 - 氷霜の加護4000 + 体温1（震え）
ColdResistance_Statuses[3].Description,Negate full Shivering Penalties,震えによるペナルティを完全に無効化する
ColdResistance_Statuses[4].GameName,Cold Resistance 5001 - Frost Blessing 5000 + Body Temperature 1 (Shivering)),寒冷耐性5001 - 氷霜の加護5000 + 体温1（震え）
ColdResistance_Statuses[4].Description,Negate full Shivering Penalties,震えによるペナルティを完全に無効化する
ColdResistance_Statuses[5].GameName,Cold Resistance 6001 - Frost Blessing 6000 + Body Temperature 1 (Shivering)),寒冷耐性6001 - 氷霜の加護6000 + 体温1（震え）
ColdResistance_Statuses[5].Description,Negate full Shivering Penalties,震えによるペナルティを完全に無効化する
ColdResistance_Statuses[6].GameName,Cold Resistance 1002 - Frost Blessing 1000 + Body Temperature 2 (Numb),寒冷耐性1002 - 氷霜の加護1000 + 体温2（感覚麻痺）
ColdResistance_Statuses[6].Description,Negate 1/8 of Numb Penalties,感覚麻痺によるペナルティを８分の１軽減する
ColdResistance_Statuses[7].GameName,Cold Resistance 2002 - Frost Blessing 2000 + Body Temperature 2 (Numb),寒冷耐性2002 - 氷霜の加護2000 + 体温2（感覚麻痺）
ColdResistance_Statuses[7].Description,Negate 1/4 of Numb Penalties,感覚麻痺によるペナルティを４分の１軽減する
ColdResistance_Statuses[8].GameName,Cold Resistance 3002 - Frost Blessing 3000 + Body Temperature 2 (Numb),寒冷耐性3002 - 氷霜の加護3000 + 体温2（感覚麻痺）
ColdResistance_Statuses[8].Description,Negate 1/2 of Numb Penalties,感覚麻痺によるペナルティを半減する
ColdResistance_Statuses[9].GameName,Cold Resistance 4002 - Frost Blessing 4000 + Body Temperature 2 (Numb),寒冷耐性4002 - 氷霜の加護4000 + 体温2（感覚麻痺）
ColdResistance_Statuses[9].Description,Negate full Numb Penalties,感覚麻痺によるペナルティを完全に無効化する
ColdResistance_Statuses[10].GameName,Cold Resistance 5002 - Frost Blessing 5000 + Body Temperature 2 (Numb),寒冷耐性5002 - 氷霜の加護5000 + 体温2（感覚麻痺）
ColdResistance_Statuses[10].Description,Negate full Numb Penalties,感覚麻痺によるペナルティを完全に無効化する
ColdResistance_Statuses[11].GameName,Cold Resistance 6002 - Frost Blessing 6000 + Body Temperature 2 (Numb),寒冷耐性6002 - 氷霜の加護6000 + 体温2（感覚麻痺）
ColdResistance_Statuses[11].Description,Negate full Numb Penalties,感覚麻痺によるペナルティを完全に無効化する
ColdResistance_Statuses[12].GameName,Cold Resistance 1003 - Frost Blessing 1000 + Body Temperature 3 (Hypothermia),寒冷耐性1003 - 氷霜の加護1000 + 体温3（低体温症）
ColdResistance_Statuses[12].Description,Negate 1/32 of Hypothermia Penalties,低体温症によるペナルティを３２分の１軽減する
ColdResistance_Statuses[13].GameName,Cold Resistance 2003 - Frost Blessing 2000 + Body Temperature 3 (Hypothermia),寒冷耐性2003 - 氷霜の加護2000 + 体温3（低体温症）
ColdResistance_Statuses[13].Description,Negate 1/16 of Hypothermia Penalties,低体温症によるペナルティを１６分の１軽減する
